"","Site","Species","Source","Contr"
"1646","GTM","Mud crab","Spartina",0.48123986139128
"1647","GTM","Mud crab","Spartina",0.39945473464355
"1648","GTM","Mud crab","Spartina",0.421194151051723
"1649","GTM","Mud crab","Spartina",0.423558771775224
"1650","GTM","Mud crab","Spartina",0.429144723287093
"1651","GTM","Mud crab","Spartina",0.406291758739425
"1652","GTM","Mud crab","Spartina",0.454764375481554
"1653","GTM","Mud crab","Spartina",0.438402363132418
"1654","GTM","Mud crab","Spartina",0.427116657235817
"1655","GTM","Mud crab","Spartina",0.412888142574572
"1656","GTM","Mud crab","Spartina",0.438587991306404
"1657","GTM","Mud crab","Spartina",0.421464732175152
"1658","GTM","Mud crab","Spartina",0.447284944422624
"1659","GTM","Mud crab","Spartina",0.408030294231066
"1660","GTM","Mud crab","Spartina",0.415439522030304
"1661","GTM","Mud crab","Spartina",0.436334803782119
"1662","GTM","Mud crab","Spartina",0.415410548856541
"1663","GTM","Mud crab","Spartina",0.406034562883864
"1664","GTM","Mud crab","Spartina",0.412738740332437
"1665","GTM","Mud crab","Spartina",0.443865414680995
"1666","GTM","Mud crab","Spartina",0.383775888262727
"1667","GTM","Mud crab","Spartina",0.455329474321214
"1668","GTM","Mud crab","Spartina",0.440556440119569
"1669","GTM","Mud crab","Spartina",0.386097620292871
"1670","GTM","Mud crab","Spartina",0.433692483137707
"1671","GTM","Mud crab","Spartina",0.408128324601375
"1672","GTM","Mud crab","Spartina",0.501051786899334
"1673","GTM","Mud crab","Spartina",0.434259449402043
"1674","GTM","Mud crab","Spartina",0.448264078506438
"1675","GTM","Mud crab","Spartina",0.437618978235539
"1676","GTM","Mud crab","Spartina",0.430259842029467
"1677","GTM","Mud crab","Spartina",0.444146575919325
"1678","GTM","Mud crab","Spartina",0.388897167734172
"1679","GTM","Mud crab","Spartina",0.424339816558984
"1680","GTM","Mud crab","Spartina",0.398549804684428
"1681","GTM","Mud crab","Spartina",0.469226203989937
"1682","GTM","Mud crab","Spartina",0.441114253660944
"1683","GTM","Mud crab","Spartina",0.437187651483014
"1684","GTM","Mud crab","Spartina",0.447493638888907
"1685","GTM","Mud crab","Spartina",0.40145418185124
"1686","GTM","Mud crab","Spartina",0.436425408603908
"1687","GTM","Mud crab","Spartina",0.418773684380527
"1688","GTM","Mud crab","Spartina",0.428878606106593
"1689","GTM","Mud crab","Spartina",0.461253209311426
"1690","GTM","Mud crab","Spartina",0.375599639239252
"1691","GTM","Mud crab","Spartina",0.439178348719871
"1692","GTM","Mud crab","Spartina",0.39372440648177
"1693","GTM","Mud crab","Spartina",0.413999279677703
"1694","GTM","Mud crab","Spartina",0.450637052081743
"1695","GTM","Mud crab","Spartina",0.385978489533669
"1696","GTM","Mud crab","Spartina",0.489550145916949
"1697","GTM","Mud crab","Spartina",0.390990279771044
"1698","GTM","Mud crab","Spartina",0.465999220470325
"1699","GTM","Mud crab","Spartina",0.402717599204842
"1700","GTM","Mud crab","Spartina",0.371790141319703
"1701","GTM","Oyster","Spartina",0.348080770958139
"1702","GTM","Oyster","Spartina",0.339776639794887
"1703","GTM","Oyster","Spartina",0.32939454348419
"1704","GTM","Oyster","Spartina",0.372453951941256
"1705","GTM","Oyster","Spartina",0.32723226486572
"1706","GTM","Oyster","Spartina",0.387821202649103
"1707","GTM","Oyster","Spartina",0.304767115027436
"1708","GTM","Oyster","Spartina",0.353933444718611
"1709","GTM","Oyster","Spartina",0.404009465810072
"1710","GTM","Oyster","Spartina",0.298982713284135
"1711","GTM","Oyster","Spartina",0.291305610856953
"1712","GTM","Oyster","Spartina",0.384852938298905
"1713","GTM","Oyster","Spartina",0.316776108818045
"1714","GTM","Oyster","Spartina",0.386355574564564
"1715","GTM","Oyster","Spartina",0.362920075096659
"1716","GTM","Oyster","Spartina",0.344631176942926
"1717","GTM","Oyster","Spartina",0.368275571705892
"1718","GTM","Oyster","Spartina",0.322780834808811
"1719","GTM","Oyster","Spartina",0.372787016480979
"1720","GTM","Oyster","Spartina",0.355025133585202
"1721","GTM","Oyster","Spartina",0.350175803735631
"1722","GTM","Oyster","Spartina",0.367062319568974
"1723","GTM","Oyster","Spartina",0.353290332911732
"1724","GTM","Oyster","Spartina",0.3776514828929
"1725","GTM","Oyster","Spartina",0.340629484522515
"1726","GTM","Oyster","Spartina",0.343825045172036
"1727","GTM","Oyster","Spartina",0.275425419724255
"1728","GTM","Oyster","Spartina",0.323368780417661
"1729","GTM","Oyster","Spartina",0.34427374699794
"1730","GTM","Oyster","Spartina",0.30304333441424
"1731","GTM","Oyster","Spartina",0.306993399536849
"1732","GTM","Oyster","Spartina",0.311949723567556
"1733","GTM","Oyster","Spartina",0.306294115977487
"1734","GTM","Oyster","Spartina",0.357250100800836
"1735","GTM","Oyster","Spartina",0.375687149316641
"1736","GTM","Oyster","Spartina",0.358569537905122
"1737","GTM","Oyster","Spartina",0.364056932813704
"1738","GTM","Oyster","Spartina",0.361675837670469
"1739","GTM","Oyster","Spartina",0.268817649824948
"1740","GTM","Oyster","Spartina",0.347501146943091
"1741","GTM","Oyster","Spartina",0.406284446646183
"1742","GTM","Oyster","Spartina",0.37030265701528
"1743","GTM","Oyster","Spartina",0.331845973435871
"1744","GTM","Oyster","Spartina",0.287989827540146
"1745","GTM","Oyster","Spartina",0.333405736104158
"1746","GTM","Oyster","Spartina",0.329313186838165
"1747","GTM","Oyster","Spartina",0.346111076086652
"1748","GTM","Oyster","Spartina",0.348835223016292
"1749","GTM","Oyster","Spartina",0.309559865508041
"1750","GTM","Oyster","Spartina",0.294569648706794
"1751","GTM","Oyster","Spartina",0.368324263922037
"1752","GTM","Oyster","Spartina",0.380286412420461
"1753","GTM","Oyster","Spartina",0.383941864253996
"1754","GTM","Oyster","Spartina",0.371905818259248
"1755","GTM","Oyster","Spartina",0.303145942262906
"1756","GTM","Oyster","Spartina",0.375276527626263
"1757","GTM","Oyster","Spartina",0.350648776366028
"1758","GTM","Oyster","Spartina",0.330643630852068
"1759","GTM","Oyster","Spartina",0.35585579072772
"1760","GTM","Oyster","Spartina",0.350426037525863
"1761","GTM","Oyster","Spartina",0.361115391152108
"1762","GTM","Oyster","Spartina",0.320814001935343
"1763","GTM","Oyster","Spartina",0.366108094885906
"1764","GTM","Oyster","Spartina",0.325476224786385
"1765","GTM","Oyster","Spartina",0.327693085441435
"1766","GTM","Oyster","Spartina",0.346786409518736
"1767","GTM","Oyster","Spartina",0.359682245004866
"1768","GTM","Oyster","Spartina",0.388864723490914
"1769","GTM","Oyster","Spartina",0.305025807960195
"1770","GTM","Oyster","Spartina",0.370373264476138
"1771","GTM","Oyster","Spartina",0.336589969217665
"1772","GTM","Oyster","Spartina",0.319500662096284
"1773","GTM","Oyster","Spartina",0.31852032678081
"1774","GTM","Oyster","Spartina",0.289250186422863
"1775","GTM","Oyster","Spartina",0.370235786606368
"1776","GTM","Oyster","Spartina",0.294908326848836
"1777","GTM","Oyster","Spartina",0.349615793946228
"1778","GTM","Oyster","Spartina",0.320504215945645
"1779","GTM","Oyster","Spartina",0.313457811381765
"1780","GTM","Oyster","Spartina",0.294319168642892
"1781","GTM","Oyster","Spartina",0.364415651513556
"1782","GTM","Oyster","Spartina",0.33667981809046
"1783","GTM","Oyster","Spartina",0.296761371483004
"1784","GTM","Oyster","Spartina",0.302021599409496
"1785","GTM","Oyster","Spartina",0.344146197398673
"1786","GTM","Oyster","Spartina",0.303976925605233
"1787","GTM","Oyster","Spartina",0.307137322964958
"1788","GTM","Oyster","Spartina",0.364600769445426
"1789","GTM","Oyster","Spartina",0.325462701874911
"1790","GTM","Oyster","Spartina",0.365008731922205
"1791","GTM","Oyster","Spartina",0.282648628458233
"1792","GTM","Oyster","Spartina",0.344370239135863
"1793","GTM","Oyster","Spartina",0.362002453012162
"1794","GTM","Oyster","Spartina",0.321937107706441
"1795","GTM","Oyster","Spartina",0.356346571549815
"1796","GTM","Oyster","Spartina",0.354233665514662
"1797","GTM","Oyster","Spartina",0.35406265511416
"1798","GTM","Oyster","Spartina",0.343550380141758
"1799","GTM","Oyster","Spartina",0.361633385647417
"1800","GTM","Oyster","Spartina",0.395830026752653
"1801","NC","Mud crab","Spartina",0.366473631138948
"1802","NC","Mud crab","Spartina",0.251283142094238
"1803","NC","Mud crab","Spartina",0.415034533780728
"1804","NC","Mud crab","Spartina",0.356607608263265
"1805","NC","Mud crab","Spartina",0.422689369813974
"1806","NC","Mud crab","Spartina",0.367893888486199
"1807","NC","Mud crab","Spartina",0.447730895063023
"1808","NC","Mud crab","Spartina",0.281358024781545
"1809","NC","Mud crab","Spartina",0.239712547555466
"1810","NC","Mud crab","Spartina",0.367800587010284
"1811","NC","Mud crab","Spartina",0.300026672625145
"1812","NC","Mud crab","Spartina",0.131363798051715
"1813","NC","Mud crab","Spartina",0.353223683447514
"1814","NC","Mud crab","Spartina",0.209662627527062
"1815","NC","Mud crab","Spartina",0.370090142147001
"1816","NC","Mud crab","Spartina",0.419100139143389
"1817","NC","Mud crab","Spartina",0.281274369083157
"1818","NC","Mud crab","Spartina",0.338326399964955
"1819","NC","Mud crab","Spartina",0.161895501214757
"1820","NC","Mud crab","Spartina",0.242924802198882
"1821","NC","Mud crab","Spartina",0.316707799642333
"1822","NC","Mud crab","Spartina",0.298974978960113
"1823","NC","Mud crab","Spartina",0.352505851804889
"1824","NC","Mud crab","Spartina",0.182378789619511
"1825","NC","Mud crab","Spartina",0.381984355827843
"1826","NC","Mud crab","Spartina",0.289516251480404
"1827","NC","Mud crab","Spartina",0.224711378833389
"1828","NC","Mud crab","Spartina",0.384875210213887
"1829","NC","Mud crab","Spartina",0.29053370111509
"1830","NC","Mud crab","Spartina",0.275768546769438
"1831","NC","Mud crab","Spartina",0.393830524506088
"1832","NC","Mud crab","Spartina",0.346529431587581
"1833","NC","Mud crab","Spartina",0.186629172414013
"1834","NC","Mud crab","Spartina",0.273084232211096
"1835","NC","Mud crab","Spartina",0.184690142631413
"1836","NC","Mud crab","Spartina",0.30419235334536
"1837","NC","Mud crab","Spartina",0.252095561723258
"1838","NC","Mud crab","Spartina",0.381971050294251
"1839","NC","Mud crab","Spartina",0.29579270248404
"1840","NC","Mud crab","Spartina",0.351144429617914
"1841","NC","Mud crab","Spartina",0.36082672195453
"1842","NC","Mud crab","Spartina",0.214034775134265
"1843","NC","Mud crab","Spartina",0.322344247322555
"1844","NC","Mud crab","Spartina",0.294834046473406
"1845","NC","Mud crab","Spartina",0.257253435963654
"1846","NC","Mud crab","Spartina",0.232780927368022
"1847","NC","Mud crab","Spartina",0.33935911821634
"1848","NC","Mud crab","Spartina",0.0989329833588891
"1849","NC","Mud crab","Spartina",0.390744968919834
"1850","NC","Mud crab","Spartina",0.259070559766455
"1851","NC","Mud crab","Spartina",0.369566408971107
"1852","NC","Mud crab","Spartina",0.373144254006397
"1853","NC","Mud crab","Spartina",0.37958243353943
"1854","NC","Mud crab","Spartina",0.284095279824176
"1855","NC","Mud crab","Spartina",0.30662404408964
"1856","NC","Mud crab","Spartina",0.392133351408156
"1857","NC","Mud crab","Spartina",0.283340474583232
"1858","NC","Mud crab","Spartina",0.272931228894944
"1859","NC","Mud crab","Spartina",0.361560847781843
"1860","NC","Mud crab","Spartina",0.383687874664287
"1861","NC","Mud crab","Spartina",0.360828880504975
"1862","NC","Mud crab","Spartina",0.36987489205857
"1863","NC","Mud crab","Spartina",0.376869799892491
"1864","NC","Mud crab","Spartina",0.242505512135776
"1865","NC","Mud crab","Spartina",0.27692845451724
"1866","NC","Mud crab","Spartina",0.39674310431345
"1867","NC","Mud crab","Spartina",0.372187548257662
"1868","NC","Mud crab","Spartina",0.271093780807867
"1869","NC","Mud crab","Spartina",0.326021278181984
"1870","NC","Mud crab","Spartina",0.36416353037238
"1871","NC","Mud crab","Spartina",0.328719115196
"1872","NC","Mud crab","Spartina",0.320514282979347
"1873","NC","Mud crab","Spartina",0.156309474029731
"1874","NC","Mud crab","Spartina",0.263390617972233
"1875","NC","Mud crab","Spartina",0.322340992212225
"1876","NC","Mud crab","Spartina",0.355003612587334
"1877","NC","Mud crab","Spartina",0.426652394514295
"1878","NC","Mud crab","Spartina",0.294743617138336
"1879","NC","Mud crab","Spartina",0.263682657393397
"1880","NC","Mud crab","Spartina",0.265795612148292
"1881","NC","Mud crab","Spartina",0.345566473464357
"1882","NC","Mud crab","Spartina",0.25493313219658
"1883","NC","Mud crab","Spartina",0.340727001219441
"1884","NC","Mud crab","Spartina",0.35883564626473
"1885","NC","Mud crab","Spartina",0.389393254388186
"1886","NC","Mud crab","Spartina",0.38593244154477
"1887","NC","Mud crab","Spartina",0.266115601941125
"1888","NC","Mud crab","Spartina",0.288224039400548
"1889","NC","Mud crab","Spartina",0.298170718063783
"1890","NC","Mud crab","Spartina",0.220506401261945
"1891","NC","Mud crab","Spartina",0.346250899831282
"1892","NC","Mud crab","Spartina",0.434137057221823
"1893","NC","Mud crab","Spartina",0.378589058468822
"1894","NC","Mud crab","Spartina",0.3815182894678
"1895","NC","Mud crab","Spartina",0.375123150529151
"1896","NC","Mud crab","Spartina",0.285181545777956
"1897","NC","Mud crab","Spartina",0.426271036169119
"1898","NC","Mud crab","Spartina",0.419982629934427
"1899","NC","Mud crab","Spartina",0.307566823176079
"1900","NC","Mud crab","Spartina",0.350148964301451
"1901","NC","Oyster","Spartina",0.0556586905324724
"1902","NC","Oyster","Spartina",0.146481559421111
"1903","NC","Oyster","Spartina",0.260756115711556
"1904","NC","Oyster","Spartina",0.227819643659609
"1905","NC","Oyster","Spartina",0.180179907575756
"1906","NC","Oyster","Spartina",0.105233142262234
"1907","NC","Oyster","Spartina",0.222350227755976
"1908","NC","Oyster","Spartina",0.0640163593810774
"1909","NC","Oyster","Spartina",0.177492984083278
"1910","NC","Oyster","Spartina",0.166447145472267
"1911","NC","Oyster","Spartina",0.145647668770342
"1912","NC","Oyster","Spartina",0.140054078437528
"1913","NC","Oyster","Spartina",0.0375501610681027
"1914","NC","Oyster","Spartina",0.199016879466122
"1915","NC","Oyster","Spartina",0.188949202633489
"1916","NC","Oyster","Spartina",0.150198111982632
"1917","NC","Oyster","Spartina",0.15496037649636
"1918","NC","Oyster","Spartina",0.129822459232033
"1919","NC","Oyster","Spartina",0.206364221002991
"1920","NC","Oyster","Spartina",0.208975457917971
"1921","NC","Oyster","Spartina",0.11356398300664
"1922","NC","Oyster","Spartina",0.159879084363169
"1923","NC","Oyster","Spartina",0.123903520649368
"1924","NC","Oyster","Spartina",0.164810554651056
"1925","NC","Oyster","Spartina",0.157163898611287
"1926","NC","Oyster","Spartina",0.119373361587865
"1927","NC","Oyster","Spartina",0.306566253430819
"1928","NC","Oyster","Spartina",0.0896029517196656
"1929","NC","Oyster","Spartina",0.214058371692235
"1930","NC","Oyster","Spartina",0.144807236004538
"1931","NC","Oyster","Spartina",0.203390230190799
"1932","NC","Oyster","Spartina",0.250494493228085
"1933","NC","Oyster","Spartina",0.193617866323921
"1934","NC","Oyster","Spartina",0.0799267358863227
"1935","NC","Oyster","Spartina",0.183292116318098
"1936","NC","Oyster","Spartina",0.112969229166542
"1937","NC","Oyster","Spartina",0.144379835804519
"1938","NC","Oyster","Spartina",0.122518571722857
"1939","NC","Oyster","Spartina",0.175464743298001
"1940","NC","Oyster","Spartina",0.0966929094364746
"1941","NC","Oyster","Spartina",0.0728349152829828
"1942","NC","Oyster","Spartina",0.192301583214408
"1943","NC","Oyster","Spartina",0.0465226934956504
"1944","NC","Oyster","Spartina",0.315180520756753
"1945","NC","Oyster","Spartina",0.132253801818159
"1946","NC","Oyster","Spartina",0.151567753310445
"1947","NC","Oyster","Spartina",0.263444653819467
"1948","NC","Oyster","Spartina",0.20524976773505
"1949","NC","Oyster","Spartina",0.145783997941385
"1950","NC","Oyster","Spartina",0.146722436108601
"1951","NC","Oyster","Spartina",0.150758466712978
"1952","NC","Oyster","Spartina",0.131917872342059
"1953","NC","Oyster","Spartina",0.178833135346898
"1954","NC","Oyster","Spartina",0.152319535300272
"1955","NC","Oyster","Spartina",0.223856210945105
"1956","NC","Oyster","Spartina",0.13509082309267
"1957","NC","Oyster","Spartina",0.160166508637744
"1958","NC","Oyster","Spartina",0.282673605140124
"1959","NC","Oyster","Spartina",0.21209684271481
"1960","NC","Oyster","Spartina",0.091461704574103
"1961","NC","Oyster","Spartina",0.161508139647343
"1962","NC","Oyster","Spartina",0.134198946961647
"1963","NC","Oyster","Spartina",0.175407453135664
"1964","NC","Oyster","Spartina",0.204928429077007
"1965","NC","Oyster","Spartina",0.175912760945675
"1966","NC","Oyster","Spartina",0.0415381141486924
"1967","NC","Oyster","Spartina",0.181673992349392
"1968","NC","Oyster","Spartina",0.187705781201409
"1969","NC","Oyster","Spartina",0.219106051797531
"1970","NC","Oyster","Spartina",0.157114759373362
"1971","NC","Oyster","Spartina",0.156416746614406
"1972","NC","Oyster","Spartina",0.119741124822609
"1973","NC","Oyster","Spartina",0.153920500461705
"1974","NC","Oyster","Spartina",0.169809546809238
"1975","NC","Oyster","Spartina",0.0671699419243349
"1976","NC","Oyster","Spartina",0.210691846158593
"1977","NC","Oyster","Spartina",0.149712695831645
"1978","NC","Oyster","Spartina",0.12841225795472
"1979","NC","Oyster","Spartina",0.148818740646457
"1980","NC","Oyster","Spartina",0.137395059905956
"1981","NC","Oyster","Spartina",0.138532004474976
"1982","NC","Oyster","Spartina",0.257191271711667
"1983","NC","Oyster","Spartina",0.199931552495954
"1984","NC","Oyster","Spartina",0.24721629129098
"1985","NC","Oyster","Spartina",0.265630654743745
"1986","NC","Oyster","Spartina",0.234701617817698
"1987","NC","Oyster","Spartina",0.218536402376128
"1988","NC","Oyster","Spartina",0.186592708472869
"1989","NC","Oyster","Spartina",0.233201361099012
"1990","NC","Oyster","Spartina",0.148430176262457
"1991","NC","Oyster","Spartina",0.0848517241786055
"1992","NC","Oyster","Spartina",0.22982637330568
"1993","NC","Oyster","Spartina",0.191133487351928
"1994","NC","Oyster","Spartina",0.118664304919367
"1995","NC","Oyster","Spartina",0.14421727824998
"1996","NC","Oyster","Spartina",0.142964408499718
"1997","NC","Oyster","Spartina",0.16950001134591
"1998","NC","Oyster","Spartina",0.0873348568005199
"1999","NC","Oyster","Spartina",0.173933864923751
"2000","NC","Oyster","Spartina",0.229950951602027
"2001","NI","Mud crab","Spartina",0.670005595231776
"2002","NI","Mud crab","Spartina",0.689125494571575
"2003","NI","Mud crab","Spartina",0.684069800705661
"2004","NI","Mud crab","Spartina",0.659650936848435
"2005","NI","Mud crab","Spartina",0.753040567032185
"2006","NI","Mud crab","Spartina",0.705193602364495
"2007","NI","Mud crab","Spartina",0.688133576864245
"2008","NI","Mud crab","Spartina",0.610272271957003
"2009","NI","Mud crab","Spartina",0.741851426764852
"2010","NI","Mud crab","Spartina",0.724561131307655
"2011","NI","Mud crab","Spartina",0.704837845487578
"2012","NI","Mud crab","Spartina",0.730280990593472
"2013","NI","Mud crab","Spartina",0.744697991442535
"2014","NI","Mud crab","Spartina",0.704098008782129
"2015","NI","Mud crab","Spartina",0.70111725165484
"2016","NI","Mud crab","Spartina",0.70032419109892
"2017","NI","Mud crab","Spartina",0.672569532969379
"2018","NI","Mud crab","Spartina",0.722572854568944
"2019","NI","Mud crab","Spartina",0.671161493084883
"2020","NI","Mud crab","Spartina",0.694150460978334
"2021","NI","Mud crab","Spartina",0.656414382264691
"2022","NI","Mud crab","Spartina",0.640533682485721
"2023","NI","Mud crab","Spartina",0.634738843950668
"2024","NI","Mud crab","Spartina",0.659863856865356
"2025","NI","Mud crab","Spartina",0.714651712700847
"2026","NI","Mud crab","Spartina",0.689744932564013
"2027","NI","Mud crab","Spartina",0.713005895741991
"2028","NI","Mud crab","Spartina",0.706721252028981
"2029","NI","Mud crab","Spartina",0.715009749200538
"2030","NI","Mud crab","Spartina",0.674496934751557
"2031","NI","Mud crab","Spartina",0.671369097605264
"2032","NI","Mud crab","Spartina",0.648171422345879
"2033","NI","Mud crab","Spartina",0.717210154516214
"2034","NI","Mud crab","Spartina",0.695117585399806
"2035","NI","Mud crab","Spartina",0.670901407552963
"2036","NI","Mud crab","Spartina",0.723928212992359
"2037","NI","Mud crab","Spartina",0.684011004269849
"2038","NI","Mud crab","Spartina",0.644173562147673
"2039","NI","Mud crab","Spartina",0.708789521856805
"2040","NI","Mud crab","Spartina",0.654375072950013
"2041","NI","Mud crab","Spartina",0.698392117107383
"2042","NI","Mud crab","Spartina",0.700006479721804
"2043","NI","Mud crab","Spartina",0.649788981861328
"2044","NI","Mud crab","Spartina",0.730126093438946
"2045","NI","Mud crab","Spartina",0.676878297049978
"2046","NI","Mud crab","Spartina",0.64444146304648
"2047","NI","Mud crab","Spartina",0.754485148703066
"2048","NI","Mud crab","Spartina",0.68164403307343
"2049","NI","Mud crab","Spartina",0.672385710765165
"2050","NI","Mud crab","Spartina",0.651419022737527
"2051","NI","Mud crab","Spartina",0.674251160895218
"2052","NI","Mud crab","Spartina",0.714394608772324
"2053","NI","Mud crab","Spartina",0.659797912628565
"2054","NI","Mud crab","Spartina",0.693688339926215
"2055","NI","Mud crab","Spartina",0.649940379972246
"2056","NI","Mud crab","Spartina",0.735845746305737
"2057","NI","Mud crab","Spartina",0.705105288521798
"2058","NI","Mud crab","Spartina",0.657317867362263
"2059","NI","Mud crab","Spartina",0.677315747083437
"2060","NI","Mud crab","Spartina",0.659342912232575
"2061","NI","Mud crab","Spartina",0.742478526567418
"2062","NI","Mud crab","Spartina",0.729073956008883
"2063","NI","Mud crab","Spartina",0.723846982720925
"2064","NI","Mud crab","Spartina",0.74545543656966
"2065","NI","Mud crab","Spartina",0.657307522562528
"2066","NI","Mud crab","Spartina",0.73932944714582
"2067","NI","Mud crab","Spartina",0.674812711320501
"2068","NI","Mud crab","Spartina",0.669323486391178
"2069","NI","Mud crab","Spartina",0.728922131856781
"2070","NI","Mud crab","Spartina",0.707210620368058
"2071","NI","Mud crab","Spartina",0.70923933473394
"2072","NI","Mud crab","Spartina",0.693638713007649
"2073","NI","Mud crab","Spartina",0.697412473829375
"2074","NI","Mud crab","Spartina",0.637792053815296
"2075","NI","Mud crab","Spartina",0.696990084166151
"2076","NI","Mud crab","Spartina",0.662350158903481
"2077","NI","Mud crab","Spartina",0.731669486437312
"2078","NI","Mud crab","Spartina",0.636144892031293
"2079","NI","Mud crab","Spartina",0.738933678692801
"2080","NI","Mud crab","Spartina",0.676437006028938
"2081","NI","Mud crab","Spartina",0.668945268679767
"2082","NI","Mud crab","Spartina",0.69363475723698
"2083","NI","Mud crab","Spartina",0.658323636929767
"2084","NI","Mud crab","Spartina",0.669812263673089
"2085","NI","Mud crab","Spartina",0.691354978343566
"2086","NI","Mud crab","Spartina",0.683164890373474
"2087","NI","Mud crab","Spartina",0.7133731984491
"2088","NI","Mud crab","Spartina",0.716285999227152
"2089","NI","Mud crab","Spartina",0.706409259536594
"2090","NI","Mud crab","Spartina",0.686106816100974
"2091","NI","Mud crab","Spartina",0.68468374501406
"2092","NI","Mud crab","Spartina",0.740366984024138
"2093","NI","Mud crab","Spartina",0.71924072960198
"2094","NI","Mud crab","Spartina",0.645983854355934
"2095","NI","Mud crab","Spartina",0.669282634267746
"2096","NI","Mud crab","Spartina",0.672157550788997
"2097","NI","Mud crab","Spartina",0.66542526979338
"2098","NI","Mud crab","Spartina",0.670666569380246
"2099","NI","Mud crab","Spartina",0.676690921039494
"2100","NI","Mud crab","Spartina",0.726178130304573
"2101","NI","Oyster","Spartina",0.386336715440054
"2102","NI","Oyster","Spartina",0.354560451936393
"2103","NI","Oyster","Spartina",0.440965880315088
"2104","NI","Oyster","Spartina",0.345279897907435
"2105","NI","Oyster","Spartina",0.380477167438212
"2106","NI","Oyster","Spartina",0.34925053430032
"2107","NI","Oyster","Spartina",0.316679239970227
"2108","NI","Oyster","Spartina",0.407158463952073
"2109","NI","Oyster","Spartina",0.372830661580502
"2110","NI","Oyster","Spartina",0.347937358600036
"2111","NI","Oyster","Spartina",0.315870343993541
"2112","NI","Oyster","Spartina",0.45517801117606
"2113","NI","Oyster","Spartina",0.441850297537496
"2114","NI","Oyster","Spartina",0.427345416057488
"2115","NI","Oyster","Spartina",0.459487816420228
"2116","NI","Oyster","Spartina",0.407351504772525
"2117","NI","Oyster","Spartina",0.482889517982187
"2118","NI","Oyster","Spartina",0.393428593314234
"2119","NI","Oyster","Spartina",0.343528687430245
"2120","NI","Oyster","Spartina",0.311385781242899
"2121","NI","Oyster","Spartina",0.339709982743535
"2122","NI","Oyster","Spartina",0.416301409709651
"2123","NI","Oyster","Spartina",0.389125561159548
"2124","NI","Oyster","Spartina",0.384167387322231
"2125","NI","Oyster","Spartina",0.414878653259549
"2126","NI","Oyster","Spartina",0.430730265411538
"2127","NI","Oyster","Spartina",0.348223031652711
"2128","NI","Oyster","Spartina",0.451331239515746
"2129","NI","Oyster","Spartina",0.360999569391285
"2130","NI","Oyster","Spartina",0.420413306547134
"2131","NI","Oyster","Spartina",0.324031771339253
"2132","NI","Oyster","Spartina",0.379811829459689
"2133","NI","Oyster","Spartina",0.370885642509668
"2134","NI","Oyster","Spartina",0.451062537759487
"2135","NI","Oyster","Spartina",0.363394623407
"2136","NI","Oyster","Spartina",0.431577913712949
"2137","NI","Oyster","Spartina",0.364195629854849
"2138","NI","Oyster","Spartina",0.402251836151043
"2139","NI","Oyster","Spartina",0.424791228504085
"2140","NI","Oyster","Spartina",0.405018690202066
"2141","NI","Oyster","Spartina",0.25820257631777
"2142","NI","Oyster","Spartina",0.360068872217274
"2143","NI","Oyster","Spartina",0.417976012686153
"2144","NI","Oyster","Spartina",0.48745290198957
"2145","NI","Oyster","Spartina",0.404419705797482
"2146","NI","Oyster","Spartina",0.358619802844832
"2147","NI","Oyster","Spartina",0.37722105010685
"2148","NI","Oyster","Spartina",0.435733895262661
"2149","NI","Oyster","Spartina",0.425377629565064
"2150","NI","Oyster","Spartina",0.377546608200636
"2151","NI","Oyster","Spartina",0.389988833845866
"2152","NI","Oyster","Spartina",0.4314761310575
"2153","NI","Oyster","Spartina",0.415577503996897
"2154","NI","Oyster","Spartina",0.403090011019656
"2155","NI","Oyster","Spartina",0.435820409326755
"2156","NI","Oyster","Spartina",0.443425592148229
"2157","NI","Oyster","Spartina",0.408371427910262
"2158","NI","Oyster","Spartina",0.450759548102961
"2159","NI","Oyster","Spartina",0.357494001410979
"2160","NI","Oyster","Spartina",0.408538695737618
"2161","NI","Oyster","Spartina",0.360276233097628
"2162","NI","Oyster","Spartina",0.398158907313611
"2163","NI","Oyster","Spartina",0.431460256783224
"2164","NI","Oyster","Spartina",0.400753662191635
"2165","NI","Oyster","Spartina",0.379245561532481
"2166","NI","Oyster","Spartina",0.494567152283727
"2167","NI","Oyster","Spartina",0.413967267142406
"2168","NI","Oyster","Spartina",0.386950086962875
"2169","NI","Oyster","Spartina",0.391474610890556
"2170","NI","Oyster","Spartina",0.456163407795669
"2171","NI","Oyster","Spartina",0.430486761659182
"2172","NI","Oyster","Spartina",0.481058537781419
"2173","NI","Oyster","Spartina",0.324607174768287
"2174","NI","Oyster","Spartina",0.294620748068768
"2175","NI","Oyster","Spartina",0.35401231326481
"2176","NI","Oyster","Spartina",0.347922223146407
"2177","NI","Oyster","Spartina",0.458542509473383
"2178","NI","Oyster","Spartina",0.341829716237696
"2179","NI","Oyster","Spartina",0.38184665740127
"2180","NI","Oyster","Spartina",0.438609719684045
"2181","NI","Oyster","Spartina",0.360587724640553
"2182","NI","Oyster","Spartina",0.377203759314873
"2183","NI","Oyster","Spartina",0.384525122150642
"2184","NI","Oyster","Spartina",0.303320694615435
"2185","NI","Oyster","Spartina",0.435764156496115
"2186","NI","Oyster","Spartina",0.38225703660934
"2187","NI","Oyster","Spartina",0.39438710116833
